order_id,order_date,customer_id,region,state,sku,product_name,category,sub_category,quantity,unit_cogs,unit_list_price,gross_revenue,coupon_code,discount_pct,discount_amount,net_revenue,shipping_fee_collected,actual_shipping_cost,payment_processing_fee,total_cogs,gross_profit,gross_margin_pct,return_status,return_reason,return_processing_cost,net_profit,net_margin_pct,margin_leakage_flag
ORD-001940,2024-10-21,CUST-03128,Central,TX,APP-303,Water-Resistant Trail Running Shoes,Apparel,Footwear,1,34.0,94.99,94.99,NONE,0.0,0.0,94.99,0.0,8.48,3.05,34.0,60.99,64.21,Returned,Defective / Damaged,9.85,-26.48,-27.88,1
ORD-001941,2024-07-28,CUST-04122,South,AL,APP-301,Men's Performance Athletic Joggers,Apparel,Men's Clothing,1,16.0,44.99,44.99,SUMMER15,0.15,6.75,38.24,5.99,7.88,1.41,16.0,22.24,58.16,Completed,N/A,0.0,18.94,49.53,0
ORD-001942,2023-04-27,CUST-03953,West,AZ,APP-304,Heavyweight Cotton Pullover Hoodie,Apparel,Unisex,1,18.0,49.99,49.99,SAVE10,0.1,5.0,44.99,5.99,9.04,1.6,18.0,26.99,59.99,Completed,N/A,0.0,22.34,49.66,0
ORD-001943,2024-10-18,CUST-03910,West,CA,ELEC-104,Mechanical RGB Gaming Keyboard,Electronics,Gaming,1,38.0,89.99,89.99,SAVE10,0.1,9.0,80.99,0.0,9.92,2.65,38.0,42.99,53.08,Completed,N/A,0.0,30.42,37.56,0
ORD-001944,2023-11-05,CUST-03431,South,GA,ELEC-106,Portable Bluetooth Speaker (Waterproof),Electronics,Audio,3,22.0,59.99,179.97,NONE,0.0,0.0,179.97,0.0,10.96,5.52,66.0,113.97,63.33,Completed,N/A,0.0,97.49,54.17,0
ORD-001945,2023-07-14,CUST-05953,East,VA,BEAU-401,Vitamin C + Hyaluronic Acid Serum,Beauty,Skincare,2,5.5,24.99,49.98,FLASH25,0.25,12.49,37.49,5.99,8.66,1.39,11.0,26.49,70.66,Completed,N/A,0.0,22.43,59.83,0
ORD-001946,2023-02-08,CUST-06288,East,PA,APP-303,Water-Resistant Trail Running Shoes,Apparel,Footwear,1,34.0,94.99,94.99,FLASH25,0.25,23.75,71.24,0.0,9.98,2.37,34.0,37.24,52.27,Completed,N/A,0.0,24.89,34.94,0
ORD-001947,2024-02-04,CUST-05664,West,WA,APP-304,Heavyweight Cotton Pullover Hoodie,Apparel,Unisex,1,18.0,49.99,49.99,NONE,0.0,0.0,49.99,5.99,9.04,1.75,18.0,31.99,63.99,Completed,N/A,0.0,27.19,54.39,0
ORD-001948,2023-11-13,CUST-02299,South,GA,HOME-205,Cordless Handheld Vacuum,Home & Kitchen,Cleaning,2,36.0,84.99,169.98,FLASH25,0.25,42.49,127.49,0.0,14.92,4.0,72.0,55.49,43.52,Completed,N/A,0.0,36.57,28.68,0
ORD-001949,2023-07-22,CUST-02128,East,MA,HOME-203,Ergonomic Memory Foam Pillow,Home & Kitchen,Bedding,1,14.0,39.99,39.99,SAVE10,0.1,4.0,35.99,5.99,10.64,1.34,14.0,21.99,61.1,Completed,N/A,0.0,16.0,44.46,0
ORD-001950,2023-03-06,CUST-02512,East,VA,ELEC-101,Wireless Noise-Canceling Headphones,Electronics,Audio,1,45.0,99.99,99.99,NONE,0.0,0.0,99.99,0.0,8.88,3.2,45.0,54.99,55.0,Completed,N/A,0.0,42.91,42.91,0
ORD-001951,2023-04-18,CUST-03187,East,PA,BEAU-403,Professional Ionic Hair Dryer,Beauty,Hair Care,1,28.0,69.99,69.99,NONE,0.0,0.0,69.99,0.0,9.87,2.33,28.0,41.99,59.99,Completed,N/A,0.0,29.79,42.56,0
ORD-001952,2024-07-25,CUST-01281,Central,CO,HOME-203,Ergonomic Memory Foam Pillow,Home & Kitchen,Bedding,1,14.0,39.99,39.99,SUMMER15,0.15,6.0,33.99,5.99,9.14,1.29,14.0,19.99,58.81,Completed,N/A,0.0,15.55,45.75,0
ORD-001953,2024-05-11,CUST-06211,East,PA,HOME-203,Ergonomic Memory Foam Pillow,Home & Kitchen,Bedding,1,14.0,39.99,39.99,NONE,0.0,0.0,39.99,5.99,10.64,1.46,14.0,25.99,64.99,Completed,N/A,0.0,19.88,49.71,0
ORD-001954,2024-01-22,CUST-01344,South,AL,APP-302,Women's Seamless High-Waist Leggings,Apparel,Women's Clothing,2,12.0,38.99,77.98,NONE,0.0,0.0,77.98,0.0,8.32,2.56,24.0,53.98,69.22,Completed,N/A,0.0,43.1,55.27,0
ORD-001955,2024-07-15,CUST-00644,West,WA,HOME-203,Ergonomic Memory Foam Pillow,Home & Kitchen,Bedding,1,14.0,39.99,39.99,SUMMER15,0.15,6.0,33.99,5.99,10.14,1.29,14.0,19.99,58.81,Completed,N/A,0.0,14.55,42.81,0
ORD-001956,2024-08-17,CUST-06107,Central,TX,HOME-206,Ceramic Non-Stick Frying Pan 10-inch,Home & Kitchen,Cookware,1,15.0,34.99,34.99,SUMMER15,0.15,5.25,29.74,5.99,8.92,1.16,15.0,14.74,49.56,Completed,N/A,0.0,10.65,35.81,0
ORD-001957,2023-06-14,CUST-04489,West,NV,ELEC-106,Portable Bluetooth Speaker (Waterproof),Electronics,Audio,1,22.0,59.99,59.99,FLASH25,0.25,15.0,44.99,5.99,8.82,1.6,22.0,22.99,51.1,Completed,N/A,0.0,18.56,41.25,0
ORD-001958,2023-03-27,CUST-00089,South,AL,APP-305,Polarized UV400 Sport Sunglasses,Apparel,Accessories,1,6.5,29.99,29.99,SAVE10,0.1,3.0,26.99,5.99,7.22,1.08,6.5,20.49,75.92,Completed,N/A,0.0,18.18,67.36,0
ORD-001959,2023-07-19,CUST-03444,West,NV,BEAU-401,Vitamin C + Hyaluronic Acid Serum,Beauty,Skincare,1,5.5,24.99,24.99,SUMMER15,0.15,3.75,21.24,5.99,7.83,0.92,5.5,15.74,74.11,Completed,N/A,0.0,12.98,61.11,0
ORD-001960,2023-01-27,CUST-00505,South,AL,ELEC-104,Mechanical RGB Gaming Keyboard,Electronics,Gaming,1,38.0,89.99,89.99,CLEARANCE40,0.4,36.0,53.99,0.0,9.42,1.87,38.0,15.99,29.62,Completed,N/A,0.0,4.7,8.71,0
ORD-001961,2023-04-25,CUST-06000,East,NY,ELEC-103,Ultra-Fast USB-C Charging Hub,Electronics,Accessories,2,12.0,34.99,69.98,NONE,0.0,0.0,69.98,0.0,9.32,2.33,24.0,45.98,65.7,Completed,N/A,0.0,34.33,49.06,0
ORD-001962,2024-03-11,CUST-01624,South,GA,APP-301,Men's Performance Athletic Joggers,Apparel,Men's Clothing,1,16.0,44.99,44.99,NONE,0.0,0.0,44.99,5.99,7.88,1.6,16.0,28.99,64.44,Completed,N/A,0.0,25.5,56.68,0
ORD-001963,2024-02-01,CUST-03193,East,NJ,ELEC-101,Wireless Noise-Canceling Headphones,Electronics,Audio,2,45.0,99.99,199.98,FLASH25,0.25,49.99,149.99,0.0,9.76,4.65,90.0,59.99,40.0,Returned,Size / Fit Issue,9.1,-37.01,-24.67,1
ORD-001964,2024-06-09,CUST-03149,East,PA,HOME-203,Ergonomic Memory Foam Pillow,Home & Kitchen,Bedding,2,14.0,39.99,79.98,SUMMER15,0.15,12.0,67.98,0.0,13.28,2.27,28.0,39.98,58.81,Completed,N/A,0.0,24.43,35.94,0
ORD-001965,2023-05-24,CUST-06045,East,VA,HOME-203,Ergonomic Memory Foam Pillow,Home & Kitchen,Bedding,1,14.0,39.99,39.99,NONE,0.0,0.0,39.99,5.99,10.64,1.46,14.0,25.99,64.99,Completed,N/A,0.0,19.88,49.71,0
ORD-001966,2023-03-24,CUST-01844,East,VA,APP-302,Women's Seamless High-Waist Leggings,Apparel,Women's Clothing,1,12.0,38.99,38.99,NONE,0.0,0.0,38.99,5.99,8.66,1.43,12.0,26.99,69.22,Completed,N/A,0.0,22.89,58.71,0
ORD-001967,2024-10-03,CUST-02507,Central,CO,HOME-201,Stainless Steel Espresso Machine,Home & Kitchen,Appliances,1,85.0,189.99,189.99,NONE,0.0,0.0,189.99,0.0,16.4,5.81,85.0,104.99,55.26,Completed,N/A,0.0,82.78,43.57,0
ORD-001968,2024-04-21,CUST-00611,West,OR,APP-301,Men's Performance Athletic Joggers,Apparel,Men's Clothing,1,16.0,44.99,44.99,NONE,0.0,0.0,44.99,5.99,8.38,1.6,16.0,28.99,64.44,Completed,N/A,0.0,25.0,55.57,0
ORD-001969,2023-12-26,CUST-01868,West,OR,APP-304,Heavyweight Cotton Pullover Hoodie,Apparel,Unisex,3,18.0,49.99,149.97,NONE,0.0,0.0,149.97,0.0,12.12,4.65,54.0,95.97,63.99,Completed,N/A,0.0,79.2,52.81,0
ORD-001970,2024-07-30,CUST-02017,West,NV,ELEC-102,Smart Fitness Watch V2,Electronics,Wearables,1,55.0,129.99,129.99,NONE,0.0,0.0,129.99,0.0,8.05,4.07,55.0,74.99,57.69,Completed,N/A,0.0,62.87,48.37,0
ORD-001971,2023-07-18,CUST-03884,South,TN,BEAU-401,Vitamin C + Hyaluronic Acid Serum,Beauty,Skincare,1,5.5,24.99,24.99,NONE,0.0,0.0,24.99,5.99,7.33,1.02,5.5,19.49,77.99,Completed,N/A,0.0,17.13,68.55,0
ORD-001972,2023-06-01,CUST-01253,East,MA,HOME-206,Ceramic Non-Stick Frying Pan 10-inch,Home & Kitchen,Cookware,1,15.0,34.99,34.99,FLASH25,0.25,8.75,26.24,5.99,10.42,1.06,15.0,11.24,42.84,Returned,Changed Mind,10.15,-23.88,-91.01,1
ORD-001973,2024-04-29,CUST-04706,West,AZ,APP-302,Women's Seamless High-Waist Leggings,Apparel,Women's Clothing,1,12.0,38.99,38.99,NONE,0.0,0.0,38.99,5.99,8.16,1.43,12.0,26.99,69.22,Completed,N/A,0.0,23.39,59.99,0
ORD-001974,2023-06-25,CUST-02832,West,CA,APP-301,Men's Performance Athletic Joggers,Apparel,Men's Clothing,1,16.0,44.99,44.99,SAVE10,0.1,4.5,40.49,5.99,8.38,1.47,16.0,24.49,60.48,Completed,N/A,0.0,20.63,50.95,0
ORD-001975,2024-03-25,CUST-00674,West,WA,HOME-205,Cordless Handheld Vacuum,Home & Kitchen,Cleaning,1,36.0,84.99,84.99,SUMMER15,0.15,12.75,72.24,0.0,11.46,2.39,36.0,36.24,50.17,Completed,N/A,0.0,22.39,30.99,0
ORD-001976,2023-08-24,CUST-06489,East,PA,HOME-204,Chef Knife Set 8-Piece High Carbon,Home & Kitchen,Cookware,2,30.0,79.99,159.98,SAVE10,0.1,16.0,143.98,0.0,16.8,4.48,60.0,83.98,58.33,Returned,Late Delivery,11.5,-41.78,-29.02,1
ORD-001977,2024-06-25,CUST-00751,West,WA,ELEC-101,Wireless Noise-Canceling Headphones,Electronics,Audio,1,45.0,99.99,99.99,SAVE10,0.1,10.0,89.99,0.0,8.38,2.91,45.0,44.99,49.99,Completed,N/A,0.0,33.7,37.45,0
ORD-001978,2023-12-27,CUST-02877,West,WA,APP-303,Water-Resistant Trail Running Shoes,Apparel,Footwear,1,34.0,94.99,94.99,CLEARANCE40,0.4,38.0,56.99,0.0,9.48,1.95,34.0,22.99,40.34,Completed,N/A,0.0,11.56,20.28,0
ORD-001979,2023-03-05,CUST-03733,East,PA,ELEC-103,Ultra-Fast USB-C Charging Hub,Electronics,Accessories,2,12.0,34.99,69.98,SAVE10,0.1,7.0,62.98,0.0,9.32,2.13,24.0,38.98,61.89,Completed,N/A,0.0,27.53,43.71,0
ORD-001980,2023-01-06,CUST-06429,West,NV,APP-305,Polarized UV400 Sport Sunglasses,Apparel,Accessories,1,6.5,29.99,29.99,NONE,0.0,0.0,29.99,5.99,7.72,1.17,6.5,23.49,78.33,Returned,Defective / Damaged,8.65,-18.52,-61.75,1
ORD-001981,2024-08-27,CUST-01756,East,VA,APP-301,Men's Performance Athletic Joggers,Apparel,Men's Clothing,2,16.0,44.99,89.98,NONE,0.0,0.0,89.98,0.0,9.76,2.91,32.0,57.98,64.44,Completed,N/A,0.0,45.31,50.36,0
ORD-001982,2024-10-15,CUST-06429,East,VA,BEAU-401,Vitamin C + Hyaluronic Acid Serum,Beauty,Skincare,1,5.5,24.99,24.99,SAVE10,0.1,2.5,22.49,5.99,8.33,0.95,5.5,16.99,75.54,Completed,N/A,0.0,13.7,60.92,0
ORD-001983,2024-04-17,CUST-05701,West,WA,BEAU-403,Professional Ionic Hair Dryer,Beauty,Hair Care,1,28.0,69.99,69.99,SAVE10,0.1,7.0,62.99,0.0,9.37,2.13,28.0,34.99,55.55,Completed,N/A,0.0,23.49,37.29,0
ORD-001984,2024-04-21,CUST-04672,West,CA,BEAU-403,Professional Ionic Hair Dryer,Beauty,Hair Care,2,28.0,69.99,139.98,FLASH25,0.25,34.99,104.99,0.0,11.24,3.34,56.0,48.99,46.66,Completed,N/A,0.0,34.41,32.77,0
ORD-001985,2023-10-11,CUST-02959,East,NJ,HOME-206,Ceramic Non-Stick Frying Pan 10-inch,Home & Kitchen,Cookware,2,15.0,34.99,69.98,FLASH25,0.25,17.5,52.48,0.0,12.84,1.82,30.0,22.48,42.84,Returned,Size / Fit Issue,10.15,-29.31,-55.85,1
ORD-001986,2024-07-24,CUST-05872,East,NJ,ELEC-106,Portable Bluetooth Speaker (Waterproof),Electronics,Audio,1,22.0,59.99,59.99,NONE,0.0,0.0,59.99,0.0,9.32,2.04,22.0,37.99,63.33,Completed,N/A,0.0,26.63,44.39,0
ORD-001987,2023-02-15,CUST-03824,Central,MI,APP-301,Men's Performance Athletic Joggers,Apparel,Men's Clothing,3,16.0,44.99,134.97,SUMMER15,0.15,20.25,114.72,0.0,9.14,3.63,48.0,66.72,58.16,Completed,N/A,0.0,53.95,47.03,0
ORD-001988,2023-06-27,CUST-03928,Central,OH,BEAU-401,Vitamin C + Hyaluronic Acid Serum,Beauty,Skincare,1,5.5,24.99,24.99,NONE,0.0,0.0,24.99,5.99,6.83,1.02,5.5,19.49,77.99,Completed,N/A,0.0,17.63,70.55,0
ORD-001989,2023-10-08,CUST-04373,South,TN,HOME-205,Cordless Handheld Vacuum,Home & Kitchen,Cleaning,1,36.0,84.99,84.99,NONE,0.0,0.0,84.99,0.0,10.96,2.76,36.0,48.99,57.64,Returned,Size / Fit Issue,11.2,-30.32,-35.67,1
ORD-001990,2023-08-07,CUST-03514,Central,TX,HOME-205,Cordless Handheld Vacuum,Home & Kitchen,Cleaning,1,36.0,84.99,84.99,NONE,0.0,0.0,84.99,0.0,10.46,2.76,36.0,48.99,57.64,Completed,N/A,0.0,35.77,42.09,0
ORD-001991,2024-04-08,CUST-00929,East,VA,ELEC-102,Smart Fitness Watch V2,Electronics,Wearables,1,55.0,129.99,129.99,SAVE10,0.1,13.0,116.99,0.0,8.55,3.69,55.0,61.99,52.99,Completed,N/A,0.0,49.75,42.53,0
ORD-001992,2023-07-26,CUST-05349,West,WA,ELEC-104,Mechanical RGB Gaming Keyboard,Electronics,Gaming,1,38.0,89.99,89.99,NONE,0.0,0.0,89.99,0.0,9.92,2.91,38.0,51.99,57.77,Completed,N/A,0.0,39.16,43.52,0
ORD-001993,2024-08-18,CUST-00016,Central,IL,ELEC-105,4K HDR Streaming Media Stick,Electronics,Video,2,18.0,49.99,99.98,FLASH25,0.25,25.0,74.98,0.0,7.38,2.47,36.0,38.98,51.99,Completed,N/A,0.0,29.13,38.85,0
ORD-001994,2024-07-20,CUST-03973,West,WA,HOME-202,Digital Air Fryer XL 6-Quart,Home & Kitchen,Appliances,3,48.0,109.99,329.97,NONE,0.0,0.0,329.97,0.0,41.82,9.87,144.0,185.97,56.36,Completed,N/A,0.0,134.28,40.69,0
ORD-001995,2024-01-26,CUST-04896,South,GA,BEAU-401,Vitamin C + Hyaluronic Acid Serum,Beauty,Skincare,1,5.5,24.99,24.99,SAVE10,0.1,2.5,22.49,5.99,7.33,0.95,5.5,16.99,75.54,Completed,N/A,0.0,14.7,65.36,0
ORD-001996,2023-03-26,CUST-03468,West,WA,APP-303,Water-Resistant Trail Running Shoes,Apparel,Footwear,1,34.0,94.99,94.99,FLASH25,0.25,23.75,71.24,0.0,9.48,2.37,34.0,37.24,52.27,Completed,N/A,0.0,25.39,35.64,0
ORD-001997,2023-05-04,CUST-06017,East,NY,APP-302,Women's Seamless High-Waist Leggings,Apparel,Women's Clothing,2,12.0,38.99,77.98,SUMMER15,0.15,11.7,66.28,0.0,9.32,2.22,24.0,42.28,63.79,Completed,N/A,0.0,30.74,46.38,0
ORD-001998,2023-12-25,CUST-00248,Central,MI,ELEC-101,Wireless Noise-Canceling Headphones,Electronics,Audio,1,45.0,99.99,99.99,FLASH25,0.25,25.0,74.99,0.0,7.38,2.47,45.0,29.99,39.99,Completed,N/A,0.0,20.14,26.86,0
ORD-001999,2023-11-23,CUST-06033,Central,CO,BEAU-403,Professional Ionic Hair Dryer,Beauty,Hair Care,1,28.0,69.99,69.99,SUMMER15,0.15,10.5,59.49,0.0,8.37,2.03,28.0,31.49,52.93,Completed,N/A,0.0,21.09,35.45,0
ORD-002000,2023-12-05,CUST-06300,East,NJ,ELEC-101,Wireless Noise-Canceling Headphones,Electronics,Audio,1,45.0,99.99,99.99,NONE,0.0,0.0,99.99,0.0,8.88,3.2,45.0,54.99,55.0,Completed,N/A,0.0,42.91,42.91,0
ORD-002001,2023-01-22,CUST-04026,Central,CO,BEAU-402,Sonic Electric Toothbrush Set,Beauty,Oral Care,1,20.0,54.99,54.99,SUMMER15,0.15,8.25,46.74,5.99,7.49,1.66,20.0,26.74,57.21,Completed,N/A,0.0,23.58,50.45,0
ORD-002002,2023-06-06,CUST-02220,East,NY,HOME-204,Chef Knife Set 8-Piece High Carbon,Home & Kitchen,Cookware,1,30.0,79.99,79.99,NONE,0.0,0.0,79.99,0.0,12.4,2.62,30.0,49.99,62.5,Completed,N/A,0.0,34.97,43.72,0
ORD-002003,2023-06-12,CUST-03646,West,WA,BEAU-404,Organic Retinol Night Cream 50ml,Beauty,Skincare,2,7.0,28.99,57.98,SAVE10,0.1,5.8,52.18,0.0,8.38,1.81,14.0,38.18,73.17,Completed,N/A,0.0,27.99,53.64,0
ORD-002004,2023-12-06,CUST-03894,West,WA,HOME-203,Ergonomic Memory Foam Pillow,Home & Kitchen,Bedding,1,14.0,39.99,39.99,NONE,0.0,0.0,39.99,5.99,10.14,1.46,14.0,25.99,64.99,Completed,N/A,0.0,20.38,50.96,0
ORD-002005,2024-09-17,CUST-01562,West,NV,HOME-204,Chef Knife Set 8-Piece High Carbon,Home & Kitchen,Cookware,3,30.0,79.99,239.97,NONE,0.0,0.0,239.97,0.0,20.7,7.26,90.0,149.97,62.5,Completed,N/A,0.0,122.01,50.84,0
ORD-002006,2024-05-27,CUST-05428,West,NV,HOME-204,Chef Knife Set 8-Piece High Carbon,Home & Kitchen,Cookware,1,30.0,79.99,79.99,CLEARANCE40,0.4,32.0,47.99,5.99,11.9,1.69,30.0,17.99,37.49,Returned,Not as Described,11.5,-29.59,-61.66,1
ORD-002007,2023-06-13,CUST-06163,East,MA,ELEC-102,Smart Fitness Watch V2,Electronics,Wearables,1,55.0,129.99,129.99,NONE,0.0,0.0,129.99,0.0,8.55,4.07,55.0,74.99,57.69,Returned,Defective / Damaged,8.88,-29.75,-22.89,1
ORD-002008,2023-04-23,CUST-05146,Central,IL,ELEC-106,Portable Bluetooth Speaker (Waterproof),Electronics,Audio,2,22.0,59.99,119.98,SUMMER15,0.15,18.0,101.98,0.0,9.14,3.26,44.0,57.98,56.85,Completed,N/A,0.0,45.58,44.7,0
ORD-002009,2023-08-11,CUST-03993,West,OR,APP-305,Polarized UV400 Sport Sunglasses,Apparel,Accessories,1,6.5,29.99,29.99,SAVE10,0.1,3.0,26.99,5.99,7.72,1.08,6.5,20.49,75.92,Returned,Changed Mind,8.65,-18.43,-68.28,1
ORD-002010,2023-11-05,CUST-00733,Central,IL,ELEC-106,Portable Bluetooth Speaker (Waterproof),Electronics,Audio,1,22.0,59.99,59.99,SAVE10,0.1,6.0,53.99,0.0,7.82,1.87,22.0,31.99,59.25,Completed,N/A,0.0,22.3,41.3,0
ORD-002011,2024-04-08,CUST-02842,Central,TX,BEAU-402,Sonic Electric Toothbrush Set,Beauty,Oral Care,2,20.0,54.99,109.98,SAVE10,0.1,11.0,98.98,0.0,8.48,3.17,40.0,58.98,59.59,Completed,N/A,0.0,47.33,47.82,0
ORD-002012,2024-05-17,CUST-00232,East,MA,HOME-206,Ceramic Non-Stick Frying Pan 10-inch,Home & Kitchen,Cookware,1,15.0,34.99,34.99,FLASH25,0.25,8.75,26.24,5.99,10.42,1.06,15.0,11.24,42.84,Completed,N/A,0.0,5.75,21.91,0
ORD-002013,2023-10-12,CUST-01090,East,PA,BEAU-403,Professional Ionic Hair Dryer,Beauty,Hair Care,1,28.0,69.99,69.99,SUMMER15,0.15,10.5,59.49,0.0,9.87,2.03,28.0,31.49,52.93,Completed,N/A,0.0,19.59,32.93,0
ORD-002014,2023-01-20,CUST-03299,South,GA,APP-302,Women's Seamless High-Waist Leggings,Apparel,Women's Clothing,1,12.0,38.99,38.99,NONE,0.0,0.0,38.99,5.99,7.66,1.43,12.0,26.99,69.22,Completed,N/A,0.0,23.89,61.27,0
ORD-002015,2024-05-17,CUST-05531,West,OR,HOME-204,Chef Knife Set 8-Piece High Carbon,Home & Kitchen,Cookware,1,30.0,79.99,79.99,SAVE10,0.1,8.0,71.99,0.0,11.9,2.39,30.0,41.99,58.33,Completed,N/A,0.0,27.7,38.48,0
ORD-002016,2024-06-10,CUST-05394,West,OR,APP-303,Water-Resistant Trail Running Shoes,Apparel,Footwear,1,34.0,94.99,94.99,SAVE10,0.1,9.5,85.49,0.0,9.48,2.78,34.0,51.49,60.23,Completed,N/A,0.0,39.23,45.89,0
ORD-002017,2023-07-06,CUST-03234,West,AZ,APP-305,Polarized UV400 Sport Sunglasses,Apparel,Accessories,2,6.5,29.99,59.98,NONE,0.0,0.0,59.98,0.0,7.94,2.04,13.0,46.98,78.33,Completed,N/A,0.0,37.0,61.69,0
ORD-002018,2023-04-10,CUST-05921,Central,TX,HOME-202,Digital Air Fryer XL 6-Quart,Home & Kitchen,Appliances,1,48.0,109.99,109.99,NONE,0.0,0.0,109.99,0.0,17.94,3.49,48.0,61.99,56.36,Completed,N/A,0.0,40.56,36.88,0
ORD-002019,2024-05-17,CUST-04389,West,NV,BEAU-402,Sonic Electric Toothbrush Set,Beauty,Oral Care,2,20.0,54.99,109.98,CLEARANCE40,0.4,43.99,65.99,0.0,9.48,2.21,40.0,25.99,39.38,Completed,N/A,0.0,14.3,21.67,0
ORD-002020,2023-01-30,CUST-05680,East,NY,HOME-201,Stainless Steel Espresso Machine,Home & Kitchen,Appliances,1,85.0,189.99,189.99,NONE,0.0,0.0,189.99,0.0,17.9,5.81,85.0,104.99,55.26,Completed,N/A,0.0,81.28,42.78,0
ORD-002021,2023-01-15,CUST-01650,East,NJ,APP-303,Water-Resistant Trail Running Shoes,Apparel,Footwear,2,34.0,94.99,189.98,NONE,0.0,0.0,189.98,0.0,11.96,5.81,68.0,121.98,64.21,Completed,N/A,0.0,104.21,54.85,0
ORD-002022,2023-11-09,CUST-05439,South,FL,ELEC-104,Mechanical RGB Gaming Keyboard,Electronics,Gaming,1,38.0,89.99,89.99,NONE,0.0,0.0,89.99,0.0,9.42,2.91,38.0,51.99,57.77,Completed,N/A,0.0,39.66,44.07,0
ORD-002023,2023-08-08,CUST-04325,Central,OH,ELEC-104,Mechanical RGB Gaming Keyboard,Electronics,Gaming,4,38.0,89.99,359.96,FLASH25,0.25,89.99,269.97,0.0,16.18,8.13,152.0,117.97,43.7,Completed,N/A,0.0,93.66,34.69,0
ORD-002024,2023-07-22,CUST-01921,West,AZ,BEAU-401,Vitamin C + Hyaluronic Acid Serum,Beauty,Skincare,1,5.5,24.99,24.99,NONE,0.0,0.0,24.99,5.99,7.83,1.02,5.5,19.49,77.99,Completed,N/A,0.0,16.63,66.55,0
ORD-002025,2024-01-06,CUST-02339,South,GA,APP-304,Heavyweight Cotton Pullover Hoodie,Apparel,Unisex,1,18.0,49.99,49.99,NONE,0.0,0.0,49.99,5.99,8.54,1.75,18.0,31.99,63.99,Completed,N/A,0.0,27.69,55.39,0
ORD-002026,2023-11-18,CUST-03830,Central,MI,APP-301,Men's Performance Athletic Joggers,Apparel,Men's Clothing,1,16.0,44.99,44.99,SAVE10,0.1,4.5,40.49,5.99,7.38,1.47,16.0,24.49,60.48,Completed,N/A,0.0,21.63,53.42,0
ORD-002027,2023-08-28,CUST-02336,South,AL,APP-302,Women's Seamless High-Waist Leggings,Apparel,Women's Clothing,1,12.0,38.99,38.99,FLASH25,0.25,9.75,29.24,5.99,7.66,1.15,12.0,17.24,58.96,Completed,N/A,0.0,14.42,49.32,0
ORD-002028,2024-08-10,CUST-02158,Central,TX,ELEC-105,4K HDR Streaming Media Stick,Electronics,Video,1,18.0,49.99,49.99,NONE,0.0,0.0,49.99,5.99,6.94,1.75,18.0,31.99,63.99,Returned,Defective / Damaged,8.8,-20.19,-40.39,1
ORD-002029,2023-04-03,CUST-02500,Central,CO,HOME-204,Chef Knife Set 8-Piece High Carbon,Home & Kitchen,Cookware,1,30.0,79.99,79.99,SAVE10,0.1,8.0,71.99,0.0,10.9,2.39,30.0,41.99,58.33,Completed,N/A,0.0,28.7,39.87,0
ORD-002030,2024-04-10,CUST-00795,East,PA,BEAU-403,Professional Ionic Hair Dryer,Beauty,Hair Care,1,28.0,69.99,69.99,NONE,0.0,0.0,69.99,0.0,9.87,2.33,28.0,41.99,59.99,Completed,N/A,0.0,29.79,42.56,0
ORD-002031,2024-06-18,CUST-02276,South,TN,ELEC-103,Ultra-Fast USB-C Charging Hub,Electronics,Accessories,4,12.0,34.99,139.96,NONE,0.0,0.0,139.96,0.0,9.64,4.36,48.0,91.96,65.7,Completed,N/A,0.0,77.96,55.7,0
ORD-002032,2023-09-30,CUST-01473,West,CA,HOME-203,Ergonomic Memory Foam Pillow,Home & Kitchen,Bedding,1,14.0,39.99,39.99,FLASH25,0.25,10.0,29.99,5.99,10.14,1.17,14.0,15.99,53.32,Completed,N/A,0.0,10.67,35.58,0
ORD-002033,2024-10-05,CUST-04866,East,PA,HOME-204,Chef Knife Set 8-Piece High Carbon,Home & Kitchen,Cookware,2,30.0,79.99,159.98,NONE,0.0,0.0,159.98,0.0,16.8,4.94,60.0,99.98,62.5,Completed,N/A,0.0,78.24,48.91,0
ORD-002034,2024-01-19,CUST-05690,South,NC,ELEC-104,Mechanical RGB Gaming Keyboard,Electronics,Gaming,1,38.0,89.99,89.99,NONE,0.0,0.0,89.99,0.0,9.42,2.91,38.0,51.99,57.77,Completed,N/A,0.0,39.66,44.07,0
ORD-002035,2024-08-15,CUST-02531,East,NJ,BEAU-403,Professional Ionic Hair Dryer,Beauty,Hair Care,1,28.0,69.99,69.99,NONE,0.0,0.0,69.99,0.0,9.87,2.33,28.0,41.99,59.99,Completed,N/A,0.0,29.79,42.56,0
ORD-002036,2024-10-21,CUST-01154,South,TN,APP-301,Men's Performance Athletic Joggers,Apparel,Men's Clothing,1,16.0,44.99,44.99,SAVE10,0.1,4.5,40.49,5.99,7.88,1.47,16.0,24.49,60.48,Returned,Changed Mind,9.1,-20.85,-51.49,1
ORD-002037,2023-11-14,CUST-03948,Central,MI,HOME-205,Cordless Handheld Vacuum,Home & Kitchen,Cleaning,1,36.0,84.99,84.99,NONE,0.0,0.0,84.99,0.0,10.46,2.76,36.0,48.99,57.64,Completed,N/A,0.0,35.77,42.09,0
